"date","total","a0_30","a30_50","a50_55","a55_60","a60_65","a65_70","a70_75","a75_80","a80_85","a85_90","a90_95","a95","temp_mean","temp_max","covid_cases","covid_deaths","month","year","week"
2019-04-18,2617,23,60,56,92,146,192,220,378,495,455,338,162,16.2,22.5,0,0,"4","2019","16"
2019-04-19,2588,22,57,51,85,122,173,207,366,513,482,362,148,17.6,24.1,0,0,"4","2019","16"
2019-04-20,2496,24,55,58,104,129,173,206,345,470,445,346,141,18.7,25.2,0,0,"4","2019","16"
2019-04-21,2481,23,54,58,98,126,165,197,342,462,455,340,161,18.4,25.1,0,0,"4","2019","16"
2019-04-22,2426,14,57,44,85,118,175,175,390,444,427,351,146,18.5,25.7,0,0,"4","2019","16"
2019-04-23,2706,19,64,77,116,161,184,228,369,491,495,352,150,16.2,22.3,0,0,"4","2019","17"
2019-04-24,2689,15,63,69,104,132,178,243,363,528,457,374,163,16.3,25.3,0,0,"4","2019","17"
2019-04-25,2678,16,54,73,110,140,175,213,347,533,478,376,163,14.9,26.7,0,0,"4","2019","17"
2019-04-26,2592,31,54,53,91,129,185,203,346,505,498,351,146,10.5,13.3,0,0,"4","2019","17"
2019-04-27,2428,16,57,53,94,127,169,196,333,473,424,350,136,9,12.1,0,0,"4","2019","17"
2019-04-28,2330,27,62,44,94,119,147,203,311,462,403,320,138,8.3,14,0,0,"4","2019","17"
2019-04-29,2378,17,48,62,110,98,155,169,314,495,407,358,145,8.8,15.7,0,0,"4","2019","17"
2019-04-30,2503,20,71,59,108,137,190,213,350,480,426,319,130,13.7,19.2,0,0,"4","2019","18"
2019-05-01,2443,19,54,44,93,121,158,173,329,476,436,389,151,12.9,21,0,0,"5","2019","18"
2019-05-02,2429,20,64,61,99,138,184,177,344,463,429,314,136,13.4,19.7,0,0,"5","2019","18"
2019-05-03,2546,24,59,51,99,154,174,188,366,486,443,359,143,11.5,15.4,0,0,"5","2019","18"
2019-05-04,2454,20,61,45,110,137,174,173,343,453,441,370,127,6,9.6,0,0,"5","2019","18"
2019-05-05,2271,22,54,52,81,106,157,184,320,423,412,334,126,6.2,11.5,0,0,"5","2019","18"
2019-05-06,2429,19,56,58,90,132,155,207,344,479,447,316,126,8.2,12.1,0,0,"5","2019","18"
2019-05-07,2360,21,61,66,102,121,176,202,332,446,383,330,120,9.6,15,0,0,"5","2019","19"
2019-05-08,2505,18,55,45,115,128,178,195,342,522,428,346,133,9.9,12.9,0,0,"5","2019","19"
2019-05-09,2549,19,66,48,98,143,167,212,355,507,416,369,149,10.3,13.7,0,0,"5","2019","19"
2019-05-10,2553,27,58,56,82,140,212,196,392,483,444,317,146,12.9,18.4,0,0,"5","2019","19"
2019-05-11,2417,20,61,50,87,119,183,207,331,469,432,320,138,10.2,11.6,0,0,"5","2019","19"
2019-05-12,2246,19,44,42,88,120,174,170,332,428,402,285,142,9.2,15.2,0,0,"5","2019","19"
2019-05-13,2436,28,56,53,98,125,179,205,340,473,421,323,135,11.1,16.4,0,0,"5","2019","19"
2019-05-14,2447,19,56,65,93,138,167,186,331,491,436,324,141,11,15.9,0,0,"5","2019","20"
2019-05-15,2375,23,63,62,102,142,170,211,368,447,360,306,121,10.3,16.1,0,0,"5","2019","20"
2019-05-16,2487,24,63,55,86,123,171,184,366,462,448,356,149,10.9,16.3,0,0,"5","2019","20"
2019-05-17,2551,17,60,66,84,123,185,204,355,473,466,362,156,13.4,18.7,0,0,"5","2019","20"
2019-05-18,2542,26,48,66,101,136,182,197,336,509,433,355,153,15.4,22.3,0,0,"5","2019","20"
2019-05-19,2401,17,53,55,85,145,174,174,321,490,376,357,154,16.3,24.2,0,0,"5","2019","20"
2019-05-20,2537,26,62,65,101,165,178,189,356,465,440,329,161,13.9,18.5,0,0,"5","2019","20"
2019-05-21,2557,24,60,59,101,137,168,191,358,506,451,366,136,13.2,15,0,0,"5","2019","21"
2019-05-22,2425,19,61,54,89,134,165,190,351,462,443,314,143,13.1,17.7,0,0,"5","2019","21"
2019-05-23,2409,24,58,62,102,120,203,197,323,465,409,310,136,14,21.6,0,0,"5","2019","21"
2019-05-24,2535,29,79,47,93,128,172,214,329,529,429,351,135,16.9,23.8,0,0,"5","2019","21"
2019-05-25,2327,18,44,47,101,101,172,204,312,444,415,334,135,17.9,22.2,0,0,"5","2019","21"
2019-05-26,2278,23,56,42,98,117,150,204,308,399,419,335,127,16.8,23.4,0,0,"5","2019","21"
2019-05-27,2466,25,61,62,97,140,166,185,329,483,436,342,140,14.6,19.3,0,0,"5","2019","21"
2019-05-28,2354,15,45,49,91,116,163,197,327,480,410,347,114,14.3,20,0,0,"5","2019","22"
2019-05-29,2408,23,54,74,94,131,180,195,352,441,405,341,118,14.5,19.4,0,0,"5","2019","22"
2019-05-30,2280,21,52,57,93,108,186,162,310,405,419,344,123,15.6,21.2,0,0,"5","2019","22"
2019-05-31,2434,23,68,59,103,124,183,197,341,426,440,331,139,19.3,24.9,0,0,"5","2019","22"
2019-06-01,2447,19,60,55,107,116,181,206,347,441,436,331,148,20.4,28.4,0,0,"6","2019","22"
2019-06-02,2484,27,61,67,95,115,171,202,361,457,434,344,150,23.2,31.5,0,0,"6","2019","22"
2019-06-03,2567,24,71,65,110,128,183,202,359,463,450,373,139,21,31.7,0,0,"6","2019","22"
2019-06-04,2670,30,62,57,103,144,207,215,372,493,436,396,155,23.4,32.3,0,0,"6","2019","23"
2019-06-05,2743,21,68,66,103,123,162,207,424,551,503,375,140,24.4,31.8,0,0,"6","2019","23"
2019-06-06,2509,25,57,61,76,135,169,194,356,502,449,340,145,14.7,22.3,0,0,"6","2019","23"
2019-06-07,2320,19,72,43,97,134,175,189,324,449,375,303,140,15.3,26.2,0,0,"6","2019","23"
2019-06-08,2363,26,64,60,82,131,187,171,341,444,405,309,143,15.6,20.4,0,0,"6","2019","23"
2019-06-09,2254,29,57,61,89,112,153,184,311,427,397,291,143,17.9,24.8,0,0,"6","2019","23"
2019-06-10,2247,19,61,48,114,112,171,171,293,389,448,287,134,18.5,23.5,0,0,"6","2019","23"
2019-06-11,2385,18,62,60,94,137,188,192,300,461,374,355,144,17.5,21.1,0,0,"6","2019","24"
2019-06-12,2391,27,70,54,90,137,173,206,343,460,401,312,118,16.5,20.4,0,0,"6","2019","24"
2019-06-13,2307,18,60,52,92,100,166,191,345,428,398,328,129,17.9,24.2,0,0,"6","2019","24"
2019-06-14,2441,20,59,75,118,128,170,187,342,474,426,326,116,18.9,25,0,0,"6","2019","24"
2019-06-15,2395,21,59,57,89,140,163,171,359,427,422,346,141,19.8,26.2,0,0,"6","2019","24"
2019-06-16,2237,17,57,51,83,142,152,154,298,454,432,292,105,18.2,24.4,0,0,"6","2019","24"
2019-06-17,2291,20,68,68,95,130,170,173,308,456,389,291,123,20.8,27.7,0,0,"6","2019","24"
2019-06-18,2502,21,72,50,102,153,161,207,354,436,486,319,141,23.8,30.9,0,0,"6","2019","25"
2019-06-19,2646,23,69,59,87,143,194,213,371,539,470,333,145,25.1,32.6,0,0,"6","2019","25"
2019-06-20,2405,17,56,66,101,122,155,176,326,475,444,343,124,20.6,26.6,0,0,"6","2019","25"
2019-06-21,2323,25,71,64,99,115,151,179,320,464,404,305,126,20,25.6,0,0,"6","2019","25"
2019-06-22,2216,25,47,54,80,119,160,185,295,436,406,296,113,20.3,28.4,0,0,"6","2019","25"
2019-06-23,2198,23,59,48,99,111,136,162,306,445,397,286,126,23.5,29.5,0,0,"6","2019","25"
2019-06-24,2466,26,65,49,105,140,178,194,305,458,439,357,150,25.6,31.8,0,0,"6","2019","25"
2019-06-25,2640,25,68,76,110,162,181,179,372,471,489,376,131,27.3,35.2,0,0,"6","2019","26"
2019-06-26,2856,18,69,58,105,149,192,219,402,557,528,395,164,29.3,37.5,0,0,"6","2019","26"
2019-06-27,2676,29,69,75,99,129,184,217,350,530,488,365,141,26.1,31.8,0,0,"6","2019","26"
2019-06-28,2380,22,67,51,81,129,151,194,327,487,428,304,139,22.6,29.6,0,0,"6","2019","26"
2019-06-29,2339,28,65,54,88,131,154,180,300,454,403,343,139,25.3,34.1,0,0,"6","2019","26"
2019-06-30,2497,22,54,53,99,144,165,192,347,496,452,328,145,28.7,39.3,0,0,"6","2019","26"
2019-07-01,2600,29,61,75,105,139,175,203,377,488,423,378,147,24.5,29.1,0,0,"7","2019","26"
2019-07-02,2312,26,58,58,122,125,173,164,293,457,397,309,130,20.6,26.1,0,0,"7","2019","27"
2019-07-03,2297,14,53,41,80,109,178,188,347,450,392,322,123,20.3,26,0,0,"7","2019","27"
2019-07-04,2342,28,64,50,102,131,171,198,324,455,409,282,128,20.4,27.1,0,0,"7","2019","27"
2019-07-05,2434,25,64,63,106,136,168,183,340,461,448,327,113,22.4,30.2,0,0,"7","2019","27"
2019-07-06,2325,26,65,45,98,131,156,205,329,429,388,320,133,23.6,32.2,0,0,"7","2019","27"
2019-07-07,2179,18,49,48,82,122,162,191,293,411,412,263,128,18.4,23.4,0,0,"7","2019","27"
2019-07-08,2175,18,50,49,91,117,172,195,273,416,363,310,121,15.7,20.4,0,0,"7","2019","27"
2019-07-09,2275,25,55,62,96,129,167,154,311,434,403,314,125,15.2,20.8,0,0,"7","2019","28"
2019-07-10,2318,18,58,63,89,115,183,177,320,454,396,309,136,18.3,26.7,0,0,"7","2019","28"
2019-07-11,2416,25,45,50,94,116,158,201,383,462,425,325,132,17.6,20.6,0,0,"7","2019","28"
2019-07-12,2462,16,62,51,99,125,183,200,318,457,445,350,156,16.7,19.9,0,0,"7","2019","28"
2019-07-13,2344,19,45,55,88,121,152,202,323,468,401,330,140,17.5,22.3,0,0,"7","2019","28"
2019-07-14,2270,12,46,45,88,141,160,197,295,439,414,323,110,17.3,20.6,0,0,"7","2019","28"
2019-07-15,2298,22,53,58,96,120,183,184,318,421,418,309,116,17.6,22,0,0,"7","2019","28"
2019-07-16,2341,20,48,62,89,135,173,169,308,462,439,320,116,17.3,24.3,0,0,"7","2019","29"
2019-07-17,2321,25,55,57,106,125,180,167,308,435,424,322,117,19.7,26.4,0,0,"7","2019","29"
2019-07-18,2391,28,53,51,108,124,170,163,338,471,405,327,153,21.1,28.2,0,0,"7","2019","29"
2019-07-19,2561,29,59,60,95,155,149,195,318,511,486,373,131,20.5,26.2,0,0,"7","2019","29"
2019-07-20,2527,25,56,63,106,131,191,200,344,487,441,327,156,24.2,33,0,0,"7","2019","29"
2019-07-21,2340,17,60,47,87,129,156,178,329,448,435,332,122,23.7,29.4,0,0,"7","2019","29"
2019-07-22,2441,16,69,48,80,138,178,181,317,473,435,363,143,24,31.7,0,0,"7","2019","29"
2019-07-23,2441,23,68,49,94,119,184,212,302,489,418,343,140,27,34.9,0,0,"7","2019","30"
2019-07-24,2734,31,66,55,106,140,212,235,364,529,460,353,183,29.9,38,0,0,"7","2019","30"
2019-07-25,3013,32,59,64,93,154,227,231,397,598,574,419,165,32,40.1,0,0,"7","2019","30"
2019-07-26,3282,35,62,88,92,173,241,247,422,679,564,489,190,31.7,39.3,0,0,"7","2019","30"
2019-07-27,3059,28,65,71,99,137,206,251,413,595,562,435,197,23.8,28.1,0,0,"7","2019","30"
2019-07-28,2644,20,57,58,107,115,164,207,384,550,463,373,146,20.6,25.5,0,0,"7","2019","30"
2019-07-29,2579,25,65,50,96,138,173,224,326,494,445,369,174,22.1,26.9,0,0,"7","2019","30"
2019-07-30,2594,18,70,71,90,137,181,194,339,494,485,359,156,24,31.1,0,0,"7","2019","31"
2019-07-31,2382,19,55,53,93,111,177,199,336,462,417,334,126,21.4,26.4,0,0,"7","2019","31"
2019-08-01,2367,18,55,65,104,121,188,180,319,468,398,320,131,20.3,26.7,0,0,"8","2019","31"
2019-08-02,2468,26,71,63,95,116,187,211,329,452,440,351,127,19.5,26.9,0,0,"8","2019","31"
2019-08-03,2395,19,59,67,86,115,173,187,302,480,425,351,131,20.4,26.5,0,0,"8","2019","31"
2019-08-04,2189,18,63,65,80,128,161,189,280,419,369,303,114,21.7,28.9,0,0,"8","2019","31"
2019-08-05,2352,25,66,53,73,137,191,185,320,481,370,323,128,22.6,30.7,0,0,"8","2019","31"
2019-08-06,2448,22,70,49,88,129,167,195,344,480,442,324,138,20.3,25.3,0,0,"8","2019","32"
2019-08-07,2502,20,51,50,100,144,162,197,365,500,426,335,152,19.3,22.8,0,0,"8","2019","32"
2019-08-08,2250,24,55,46,89,120,153,164,329,438,416,297,119,20.6,27.5,0,0,"8","2019","32"
2019-08-09,2454,25,60,73,104,127,173,188,354,468,416,330,136,22,29.1,0,0,"8","2019","32"
2019-08-10,2369,21,59,41,87,128,181,184,321,450,443,333,121,21.9,26.9,0,0,"8","2019","32"
2019-08-11,2126,23,60,37,84,105,159,194,317,373,383,276,115,19,27.3,0,0,"8","2019","32"
2019-08-12,2279,21,51,51,97,107,161,172,316,461,414,303,125,16.7,24,0,0,"8","2019","32"
2019-08-13,2171,26,52,71,84,134,161,178,297,380,379,273,136,16.6,22,0,0,"8","2019","33"
2019-08-14,2199,25,64,63,84,136,160,161,289,441,372,296,108,17.4,23.2,0,0,"8","2019","33"
2019-08-15,2246,29,58,65,77,102,148,165,313,432,380,332,145,16.9,22.6,0,0,"8","2019","33"
2019-08-16,2383,27,51,49,84,140,185,211,312,454,388,341,141,18.5,24.4,0,0,"8","2019","33"
2019-08-17,2278,17,58,44,99,108,140,201,307,459,408,323,114,17.9,22.4,0,0,"8","2019","33"
2019-08-18,2362,20,58,54,78,101,164,188,313,456,456,334,140,21.2,29.7,0,0,"8","2019","33"
2019-08-19,2294,22,62,65,81,123,157,173,332,453,412,289,125,19.4,25,0,0,"8","2019","33"
2019-08-20,2283,17,67,52,93,142,175,191,328,429,370,294,125,16.5,20.9,0,0,"8","2019","34"
2019-08-21,2161,17,57,47,76,104,160,170,293,404,390,330,113,17.6,24.3,0,0,"8","2019","34"
2019-08-22,2238,18,60,60,81,123,166,195,292,433,369,320,121,19.3,26.4,0,0,"8","2019","34"
2019-08-23,2317,31,62,53,91,127,173,172,322,419,427,317,123,20.9,29.1,0,0,"8","2019","34"
2019-08-24,2382,16,52,68,98,123,169,186,318,470,416,352,114,23.1,30,0,0,"8","2019","34"
2019-08-25,2530,28,58,51,95,140,182,183,363,505,460,338,127,24.9,31.7,0,0,"8","2019","34"
2019-08-26,2585,15,65,71,116,134,182,219,339,499,485,330,130,24.9,33.3,0,0,"8","2019","34"
2019-08-27,2581,22,56,65,112,116,186,197,336,528,486,332,145,25.8,33.8,0,0,"8","2019","35"
2019-08-28,2643,23,63,58,109,131,183,207,343,519,502,352,153,24,33.8,0,0,"8","2019","35"
2019-08-29,2555,23,58,54,109,145,182,197,349,452,485,344,157,24,31.8,0,0,"8","2019","35"
2019-08-30,2448,29,62,44,75,137,182,188,316,444,467,364,140,23.3,30.8,0,0,"8","2019","35"
2019-08-31,2394,27,51,52,73,144,154,187,329,495,416,316,150,25.2,33.2,0,0,"8","2019","35"
2019-09-01,2395,26,64,50,83,117,165,204,345,471,405,328,137,19.7,24.5,0,0,"9","2019","35"
2019-09-02,2247,26,57,61,105,132,155,180,299,443,364,299,126,16.4,22.7,0,0,"9","2019","35"
2019-09-03,2233,29,61,56,93,104,174,175,314,437,391,275,124,17,26.1,0,0,"9","2019","36"
2019-09-04,2397,27,79,66,96,127,173,193,310,446,455,314,111,18.8,27.3,0,0,"9","2019","36"
2019-09-05,2345,20,62,51,104,120,170,162,331,419,448,326,132,16.3,21.3,0,0,"9","2019","36"
2019-09-06,2244,17,65,57,74,135,167,193,297,444,401,288,106,14.3,21.5,0,0,"9","2019","36"
2019-09-07,2222,15,55,52,71,103,177,187,300,420,413,311,118,12.2,15.1,0,0,"9","2019","36"
2019-09-08,2261,18,55,46,84,112,146,182,319,429,400,319,151,13,15.9,0,0,"9","2019","36"
2019-09-09,2374,25,63,66,98,113,178,175,333,466,437,291,129,12.8,17.4,0,0,"9","2019","36"
2019-09-10,2256,15,59,59,72,101,161,189,316,458,386,306,134,12.4,21,0,0,"9","2019","37"
2019-09-11,2290,13,58,57,84,138,146,163,316,456,414,297,148,15,22.9,0,0,"9","2019","37"
2019-09-12,2339,23,61,59,99,132,164,167,321,443,412,327,131,18.6,24,0,0,"9","2019","37"
2019-09-13,2393,19,64,74,91,122,180,201,319,451,410,337,125,17.6,23.6,0,0,"9","2019","37"
2019-09-14,2335,26,64,61,89,115,161,182,338,456,392,334,117,17.4,23.8,0,0,"9","2019","37"
2019-09-15,2248,22,51,55,81,116,159,179,283,457,395,325,125,17.5,27.5,0,0,"9","2019","37"
2019-09-16,2363,22,50,65,101,113,165,175,333,427,419,344,149,16.5,23,0,0,"9","2019","37"
2019-09-17,2385,24,59,61,92,128,187,168,336,465,400,360,105,16.2,20.1,0,0,"9","2019","38"
2019-09-18,2355,28,52,60,93,131,186,193,307,463,400,312,130,12.7,19,0,0,"9","2019","38"
2019-09-19,2335,21,53,56,93,121,152,188,322,443,446,332,108,12.6,17.4,0,0,"9","2019","38"
2019-09-20,2330,23,48,63,103,141,170,188,301,411,416,316,150,12.1,19.6,0,0,"9","2019","38"
2019-09-21,2373,20,65,52,110,108,193,206,295,446,415,311,152,15.4,24.8,0,0,"9","2019","38"
2019-09-22,2319,26,63,50,82,129,171,157,353,453,382,330,123,17.4,25.6,0,0,"9","2019","38"
2019-09-23,2544,13,69,68,111,146,191,182,359,470,441,347,147,16,20.7,0,0,"9","2019","38"
2019-09-24,2487,24,54,60,98,125,193,208,325,513,426,316,145,14.1,19.6,0,0,"9","2019","39"
2019-09-25,2604,24,53,69,85,145,205,190,359,505,473,360,136,15.5,20.1,0,0,"9","2019","39"
2019-09-26,2490,19,60,46,91,133,176,188,329,516,441,357,134,15.7,18.1,0,0,"9","2019","39"
2019-09-27,2522,16,67,62,96,144,192,197,326,484,454,350,134,14.7,16.7,0,0,"9","2019","39"
2019-09-28,2310,21,44,47,87,125,146,182,324,460,390,352,132,14.6,18.8,0,0,"9","2019","39"
2019-09-29,2404,27,53,61,88,132,135,195,318,443,466,344,142,15.8,20.3,0,0,"9","2019","39"
2019-09-30,2426,23,58,54,93,128,158,196,334,463,435,350,134,15.5,18.8,0,0,"9","2019","39"
2019-10-01,2518,25,50,63,82,141,189,178,370,479,441,364,136,14.9,19.5,0,0,"10","2019","40"
2019-10-02,2470,16,57,52,98,115,143,228,341,513,447,324,136,12.7,15.7,0,0,"10","2019","40"
2019-10-03,2342,23,60,51,67,133,186,188,303,449,424,326,132,10.1,14.3,0,0,"10","2019","40"
2019-10-04,2513,28,58,62,91,120,159,196,379,487,477,317,139,9.8,12.4,0,0,"10","2019","40"
2019-10-05,2375,26,63,46,94,133,163,202,329,441,410,323,145,11,13.5,0,0,"10","2019","40"
2019-10-06,2218,25,53,62,79,121,153,168,283,433,402,318,121,8.4,9.1,0,0,"10","2019","40"
2019-10-07,2391,15,59,49,101,125,187,184,337,457,434,323,120,10.2,12.3,0,0,"10","2019","40"
2019-10-08,2538,19,62,55,86,144,196,195,350,468,454,344,165,12.1,13.3,0,0,"10","2019","41"
2019-10-09,2593,21,64,60,110,133,182,188,347,494,493,366,135,11.2,14.2,0,0,"10","2019","41"
2019-10-10,2508,21,55,64,93,124,160,215,332,464,437,396,147,11.8,15.9,0,0,"10","2019","41"
2019-10-11,2470,20,59,53,104,127,162,182,358,475,447,352,131,12.2,17.7,0,0,"10","2019","41"
2019-10-12,2549,19,53,61,96,126,185,180,337,507,475,362,148,15.1,22.6,0,0,"10","2019","41"
2019-10-13,2566,28,72,61,93,133,169,208,345,490,476,343,148,17.9,24.9,0,0,"10","2019","41"
2019-10-14,2662,21,69,56,113,138,186,196,363,490,536,343,151,17.2,24,0,0,"10","2019","41"
2019-10-15,2643,22,74,48,77,157,200,222,357,512,458,370,146,15,20.1,0,0,"10","2019","42"
2019-10-16,2557,25,60,59,85,139,153,210,330,512,449,378,157,12.6,14.9,0,0,"10","2019","42"
2019-10-17,2350,19,59,46,94,128,141,170,314,466,436,327,150,14.4,17.2,0,0,"10","2019","42"
2019-10-18,2541,20,69,53,107,138,187,211,359,479,430,340,148,13.5,17.1,0,0,"10","2019","42"
2019-10-19,2534,18,52,61,107,122,159,224,340,502,432,349,168,12.7,15.8,0,0,"10","2019","42"
2019-10-20,2339,21,52,46,77,108,156,177,323,455,438,328,158,14.9,17.5,0,0,"10","2019","42"
2019-10-21,2513,17,67,53,96,142,185,204,331,498,419,338,163,14.7,18.2,0,0,"10","2019","42"
2019-10-22,2451,17,61,59,81,148,162,185,334,473,448,326,157,13.1,18.1,0,0,"10","2019","43"
2019-10-23,2436,25,61,54,100,138,174,190,336,474,393,349,142,12.7,15.5,0,0,"10","2019","43"
2019-10-24,2541,22,64,55,95,132,176,206,357,510,418,376,130,13.7,18.4,0,0,"10","2019","43"
2019-10-25,2551,20,59,54,82,147,193,205,336,465,468,385,137,12.9,17.4,0,0,"10","2019","43"
2019-10-26,2381,18,51,59,90,131,178,210,311,460,410,326,137,11.2,18.2,0,0,"10","2019","43"
2019-10-27,2356,25,51,35,81,108,147,173,304,481,457,350,144,9.3,13.6,0,0,"10","2019","43"
2019-10-28,2407,20,55,49,108,127,172,182,329,455,423,338,149,4.3,6.7,0,0,"10","2019","43"
2019-10-29,2379,17,62,52,95,130,175,186,320,466,429,315,132,6.9,10.1,0,0,"10","2019","44"
2019-10-30,2462,20,60,55,99,118,178,193,350,466,440,347,136,5.5,8.9,0,0,"10","2019","44"
2019-10-31,2519,15,51,55,98,126,162,209,343,534,446,355,125,4.6,10,0,0,"10","2019","44"
2019-11-01,2476,25,68,55,100,141,162,180,332,518,452,320,123,6.4,11.7,0,0,"11","2019","44"
2019-11-02,2582,19,59,56,95,148,175,196,384,469,424,392,165,13.3,17.9,0,0,"11","2019","44"
2019-11-03,2509,25,54,70,83,120,173,215,356,473,432,358,150,12.1,14.9,0,0,"11","2019","44"
2019-11-04,2645,28,77,69,98,150,183,184,346,487,502,366,155,10.5,12.8,0,0,"11","2019","44"
2019-11-05,2570,25,57,66,86,143,154,194,366,497,467,356,159,8.9,12.7,0,0,"11","2019","45"
2019-11-06,2565,21,72,57,94,127,181,197,345,527,448,346,150,8.8,11.5,0,0,"11","2019","45"
2019-11-07,2534,18,63,67,79,146,191,228,294,505,441,361,141,8.3,11.2,0,0,"11","2019","45"
2019-11-08,2538,32,55,55,111,118,178,208,351,496,449,358,127,5.7,8.2,0,0,"11","2019","45"
2019-11-09,2487,21,53,50,94,124,193,186,309,500,471,349,137,5.5,10,0,0,"11","2019","45"
2019-11-10,2369,17,69,61,107,115,153,173,339,439,412,356,128,2.4,4,0,0,"11","2019","45"
2019-11-11,2643,28,76,58,116,139,183,225,356,470,476,362,154,2.8,3.8,0,0,"11","2019","45"
2019-11-12,2599,18,52,59,93,128,185,202,363,493,484,370,152,5,8.1,0,0,"11","2019","46"
2019-11-13,2590,18,59,67,102,142,194,222,333,509,458,355,131,3.5,5.6,0,0,"11","2019","46"
2019-11-14,2573,23,74,58,105,155,163,194,338,503,457,365,138,5.4,8.6,0,0,"11","2019","46"
2019-11-15,2600,23,55,57,95,117,185,201,342,531,472,386,136,4.5,6.7,0,0,"11","2019","46"
2019-11-16,2535,12,56,55,114,112,165,209,325,526,428,370,163,2.8,7.4,0,0,"11","2019","46"
2019-11-17,2553,28,53,61,117,122,157,200,341,516,438,370,150,4.9,6.6,0,0,"11","2019","46"
2019-11-18,2599,27,52,62,91,141,170,174,347,519,467,382,167,4.3,5.6,0,0,"11","2019","46"
2019-11-19,2633,21,57,53,95,137,154,207,344,549,473,389,154,4.3,7.7,0,0,"11","2019","47"
2019-11-20,2644,18,71,53,105,138,175,206,352,490,513,371,152,2.4,4.6,0,0,"11","2019","47"
2019-11-21,2674,19,67,50,100,129,182,207,360,521,516,374,149,2.5,6.3,0,0,"11","2019","47"
2019-11-22,2679,16,63,52,93,144,179,194,359,544,491,381,163,3.2,6,0,0,"11","2019","47"
2019-11-23,2648,21,55,55,89,126,151,201,314,557,542,372,165,7.2,10.3,0,0,"11","2019","47"
2019-11-24,2568,24,54,57,94,121,170,216,336,480,467,383,166,4.9,9.1,0,0,"11","2019","47"
2019-11-25,2703,22,55,41,103,154,158,219,383,553,456,399,160,4.6,5.8,0,0,"11","2019","47"
2019-11-26,2688,21,52,57,109,144,189,183,362,520,480,415,156,7.9,10.4,0,0,"11","2019","48"
2019-11-27,2709,26,65,39,95,147,188,195,350,534,518,386,166,9.2,12.3,0,0,"11","2019","48"
2019-11-28,2672,16,56,44,84,136,197,237,362,510,478,381,171,10.4,12.3,0,0,"11","2019","48"
2019-11-29,2723,23,57,54,109,132,180,206,373,531,496,402,160,6.7,9.5,0,0,"11","2019","48"
2019-11-30,2529,18,66,45,90,143,166,177,347,517,427,390,143,3.3,7.5,0,0,"11","2019","48"
2019-12-01,2545,20,72,56,85,137,190,205,347,453,456,373,151,1.9,3.6,0,0,"12","2019","48"
2019-12-02,2795,29,71,68,120,149,197,220,348,544,486,404,159,1.7,6.4,0,0,"12","2019","48"
2019-12-03,2732,26,67,58,104,148,185,208,353,547,513,378,145,2.8,5.2,0,0,"12","2019","49"
2019-12-04,2710,27,69,65,117,140,170,198,322,574,491,380,157,2,6,0,0,"12","2019","49"
2019-12-05,2717,24,65,55,86,155,196,222,351,502,506,395,160,-2.1,-1.2,0,0,"12","2019","49"
2019-12-06,2846,11,63,58,109,162,209,245,368,534,549,389,149,1.4,6.2,0,0,"12","2019","49"
2019-12-07,2695,32,55,64,99,133,162,223,353,495,500,417,162,8.2,10.4,0,0,"12","2019","49"
2019-12-08,2785,20,47,40,97,143,205,212,374,543,528,420,156,9.5,11.4,0,0,"12","2019","49"
2019-12-09,2756,28,56,58,100,141,176,239,387,522,486,393,170,7.3,8.6,0,0,"12","2019","49"
2019-12-10,2609,19,67,53,97,136,184,210,342,485,503,365,148,3.3,6.5,0,0,"12","2019","50"
2019-12-11,2711,23,74,63,95,140,167,227,381,512,492,375,162,1.8,3,0,0,"12","2019","50"
2019-12-12,2813,21,62,53,115,141,182,223,402,539,519,395,161,3.1,6.2,0,0,"12","2019","50"
2019-12-13,2789,24,72,49,94,122,212,210,378,550,521,394,163,3.5,6.6,0,0,"12","2019","50"
2019-12-14,2778,21,56,65,87,149,193,212,391,555,517,369,163,6.8,8.9,0,0,"12","2019","50"
2019-12-15,2636,23,67,52,73,116,181,222,360,513,515,386,128,8.6,10.7,0,0,"12","2019","50"
2019-12-16,2568,20,66,61,107,120,173,207,339,526,442,362,145,7.6,10.3,0,0,"12","2019","50"
2019-12-17,2865,25,52,74,119,148,223,231,394,548,514,390,147,8.3,11.8,0,0,"12","2019","51"
2019-12-18,2708,31,61,47,99,117,198,227,357,502,513,390,166,9.2,11.7,0,0,"12","2019","51"
2019-12-19,2766,17,55,53,103,142,181,212,398,524,496,407,178,4.9,9.2,0,0,"12","2019","51"
2019-12-20,2804,25,51,48,92,145,200,231,391,551,521,379,170,5.2,7.8,0,0,"12","2019","51"
2019-12-21,2719,26,63,72,93,144,197,196,318,557,487,404,162,5.7,8.3,0,0,"12","2019","51"
2019-12-22,2616,23,45,57,95,134,177,207,358,499,501,366,154,7,9.8,0,0,"12","2019","51"
2019-12-23,2768,13,53,55,113,146,194,195,359,548,507,431,154,7.9,10.6,0,0,"12","2019","51"
2019-12-24,2595,18,48,41,94,122,188,204,327,544,490,372,147,7.1,9.8,0,0,"12","2019","52"
2019-12-25,2585,11,51,69,92,112,175,212,355,492,495,378,143,7.4,9,0,0,"12","2019","52"
2019-12-26,2558,21,43,44,90,95,157,194,335,548,505,373,153,4.4,6.9,0,0,"12","2019","52"
2019-12-27,2640,22,56,53,97,131,199,217,341,502,498,376,148,4.8,6.4,0,0,"12","2019","52"
